day_ar,fism_pred,fism_wv
2007187,"[  4.85645869e-05   4.88364276e-05   4.95288841e-05 ...,  -2.06533165e-04
  -2.06692814e-04  -2.06852448e-04]",24.0499992371
2007188,"[  8.99181105e-05   9.01224776e-05   9.06327623e-05 ...,  -1.04300016e-04
  -1.04381892e-04  -1.04463761e-04]",24.1499996185
2007189,"[  7.44164572e-05   7.46973310e-05   7.54042485e-05 ...,  -1.96720503e-04
  -1.96852023e-04  -1.96983543e-04]",24.25
2007190,"[  5.57305175e-05   5.62417918e-05   5.75284212e-05 ...,  -4.99714166e-04
  -4.99952585e-04  -5.00191061e-04]",24.3499984741
2007191,"[  4.46396116e-05   4.48329411e-05   4.53249595e-05 ...,  -1.75803521e-04
  -1.75917987e-04  -1.76032467e-04]",24.4499988556
2007192,"[  3.27142698e-05   3.28723072e-05   3.32712661e-05 ...,  -1.11990725e-04
  -1.12068803e-04  -1.12146881e-04]",24.5499992371
2007193,"[  3.68074980e-05   3.70608541e-05   3.77093093e-05 ...,  -2.04201351e-04
  -2.04362630e-04  -2.04523909e-04]",24.6499996185
2007194,"[  2.71198733e-05   2.72168254e-05   2.74656086e-05 ...,  -6.90983798e-05
  -6.91631067e-05  -6.92278336e-05]",24.75
2007195,"[  2.27028140e-05   2.28455574e-05   2.32051789e-05 ...,  -1.42906982e-04
  -1.42975681e-04  -1.43044381e-04]",24.8499984741
2007196,"[  2.19575395e-05   2.21923074e-05   2.27892851e-05 ...,  -2.98278232e-04
  -2.98416329e-04  -2.98554427e-04]",24.9499988556
2007197,"[  1.27172380e-05   1.28775227e-05   1.32818313e-05 ...,  -1.75493871e-04
  -1.75573034e-04  -1.75652211e-04]",25.0499992371
2007198,"[  3.79272205e-05   3.84219711e-05   3.96769392e-05 ...,  -4.65968013e-04
  -4.66238853e-04  -4.66509693e-04]",25.1499996185
2007199,"[  3.73784278e-05   3.76632270e-05   3.83977604e-05 ...,  -2.64151429e-04
  -2.64356466e-04  -2.64561531e-04]",25.25
2007200,"[  2.29091493e-05   2.30202841e-05   2.33038845e-05 ...,  -8.15409148e-05
  -8.16086540e-05  -8.16763932e-05]",25.3499984741
2007201,"[  2.74102549e-05   2.75002658e-05   2.77309045e-05 ...,  -6.61198792e-05
  -6.61787999e-05  -6.62377206e-05]",25.4499988556
2007202,"[  4.39642972e-05   4.41505545e-05   4.46190716e-05 ...,  -1.38540388e-04
  -1.38625808e-04  -1.38711213e-04]",25.5499992371
2007203,"[ 0.00026994  0.00027133  0.0002748  ..., -0.00111302 -0.00111361
 -0.0011142 ]",25.6499996185
2007204,"[ 0.00017316  0.00017384  0.00017558 ..., -0.00048894 -0.00048933
 -0.00048972]",25.75
2007205,"[  9.05029883e-05   9.09094015e-05   9.19456434e-05 ...,  -2.77360348e-04
  -2.77605141e-04  -2.77849962e-04]",25.8499984741
2007206,"[  3.77234792e-05   3.78687109e-05   3.82428407e-05 ...,  -8.94034019e-05
  -8.95054545e-05  -8.96074998e-05]",25.9499988556
2007207,"[  2.97272563e-05   2.98499126e-05   3.01649779e-05 ...,  -7.73203647e-05
  -7.74031214e-05  -7.74858854e-05]",26.0499992371
2007208,"[  3.66601307e-05   3.68041910e-05   3.71762908e-05 ...,  -9.42230836e-05
  -9.43288906e-05  -9.44346975e-05]",26.1499996185
2007209,"[  1.00459838e-05   1.02756949e-05   1.08538734e-05 ...,  -2.83464266e-04
  -2.83573259e-04  -2.83682282e-04]",26.25
2007210,"[  1.56104015e-05   1.57764898e-05   1.62044325e-05 ...,  -2.26955133e-04
  -2.27076278e-04  -2.27197423e-04]",26.3499984741
2007211,"[  6.90760571e-05   6.98564181e-05   7.18311712e-05 ...,  -6.91982510e-04
  -6.92388043e-04  -6.92793576e-04]",26.4499988556
2007212,"[  1.95732155e-05   1.97269856e-05   2.01294315e-05 ...,  -1.81626136e-04
  -1.81762414e-04  -1.81898678e-04]",26.5499992371
2007213,"[  1.54854606e-05   1.55322959e-05   1.56541191e-05 ...,  -3.57998069e-05
  -3.58380130e-05  -3.58762190e-05]",26.6499996185
2007214,"[  8.47521642e-06   8.49898697e-06   8.56275801e-06 ...,  -1.88501326e-05
  -1.88774429e-05  -1.89047532e-05]",26.75
2007215,"[  6.93252741e-06   6.95331437e-06   7.00914325e-06 ...,  -1.82008243e-05
  -1.82249751e-05  -1.82491240e-05]",26.8499984741
2007216,"[  8.44445731e-06   8.49520256e-06   8.62652269e-06 ...,  -4.76141649e-05
  -4.76526911e-05  -4.76912173e-05]",26.9499988556
2007217,"[  3.26103400e-05   3.30625480e-05   3.42123130e-05 ...,  -4.23972146e-04
  -4.24230064e-04  -4.24487982e-04]",27.0499992371
2007218,"[  2.56342828e-05   2.57427509e-05   2.60237630e-05 ...,  -7.57787784e-05
  -7.58621172e-05  -7.59454560e-05]",27.1499996185
2007219,"[  3.23542590e-05   3.24512330e-05   3.27020571e-05 ...,  -6.10389689e-05
  -6.11117430e-05  -6.11845026e-05]",27.25
2007220,"[  1.98422622e-05   2.01688126e-05   2.09902846e-05 ...,  -2.64215545e-04
  -2.64364178e-04  -2.64512812e-04]",27.3499984741
2007221,"[  5.55966435e-05   5.62883688e-05   5.80569904e-05 ...,  -6.43112522e-04
  -6.43546227e-04  -6.43979933e-04]",27.4499988556
2007222,"[  2.67648520e-05   2.68399217e-05   2.70301916e-05 ...,  -5.12730257e-05
  -5.13140767e-05  -5.13551204e-05]",27.5499992371
2007223,"[  3.33063581e-05   3.34228644e-05   3.37168494e-05 ...,  -7.74196378e-05
  -7.74773362e-05  -7.75350345e-05]",27.6499996185
2007224,"[  4.53442917e-05   4.54882320e-05   4.58555733e-05 ...,  -8.86817870e-05
  -8.87704955e-05  -8.88592040e-05]",27.75
2007225,"[  2.72282196e-05   2.73210826e-05   2.75562270e-05 ...,  -7.07245345e-05
  -7.07742365e-05  -7.08239386e-05]",27.8499984741
2007226,"[  1.37742991e-05   1.38020650e-05   1.38762816e-05 ...,  -2.00309660e-05
  -2.00617778e-05  -2.00925861e-05]",27.9499988556
2007227,"[  1.23291420e-05   1.23738237e-05   1.24901571e-05 ...,  -4.09223685e-05
  -4.09592867e-05  -4.09962013e-05]",28.0499992371
2007228,"[  1.40410539e-05   1.41079645e-05   1.42841191e-05 ...,  -5.10483587e-05
  -5.11109720e-05  -5.11735816e-05]",28.1499996185
2007229,"[  1.03557331e-05   1.03814073e-05   1.04513038e-05 ...,  -1.97638183e-05
  -1.97975278e-05  -1.98312337e-05]",28.25
2007230,"[  6.77497010e-05   6.98051444e-05   7.49149040e-05 ...,  -1.87008257e-03
  -1.87077187e-03  -1.87146117e-03]",28.3499984741
2007231,"[ 0.00015423  0.00015762  0.00016617 ..., -0.00372943 -0.00373118
 -0.00373293]",28.4499988556
2007232,"[  1.66167738e-05   1.67391336e-05   1.70569201e-05 ...,  -1.12150185e-04
  -1.12247566e-04  -1.12344947e-04]",28.5499992371
2007233,"[  1.14391023e-05   1.14850254e-05   1.16075598e-05 ...,  -4.15314789e-05
  -4.15814757e-05  -4.16314724e-05]",28.6499996185
2007234,"[  7.85996872e-06   7.91661751e-06   8.06419030e-06 ...,  -5.24317293e-05
  -5.24786083e-05  -5.25254836e-05]",28.75
2007235,"[  1.52568864e-05   1.54570153e-05   1.59706760e-05 ...,  -1.96075416e-04
  -1.96209803e-04  -1.96344175e-04]",28.8499984741
2007236,"[  1.20558580e-05   1.21271014e-05   1.23149593e-05 ...,  -6.89010194e-05
  -6.89695225e-05  -6.90380257e-05]",28.9499988556
2007237,"[  2.66737497e-05   2.67900541e-05   2.70886831e-05 ...,  -8.58904896e-05
  -8.59689389e-05  -8.60473810e-05]",29.0499992371
2007238,"[  1.86771467e-05   1.88355370e-05   1.92403222e-05 ...,  -1.78131901e-04
  -1.78231930e-04  -1.78331946e-04]",29.1499996185
2007239,"[  3.54237891e-05   3.55617594e-05   3.59156656e-05 ...,  -1.41872646e-04
  -1.41966302e-04  -1.42059944e-04]",29.25
2007240,"[  1.81002815e-05   1.81401683e-05   1.82460317e-05 ...,  -2.57388183e-05
  -2.57801821e-05  -2.58215459e-05]",29.3499984741
2007241,"[  9.28502050e-06   9.30874285e-06   9.37405275e-06 ...,  -1.92420484e-05
  -1.92761072e-05  -1.93101623e-05]",29.4499988556
2007242,"[  2.54006463e-05   2.54761599e-05   2.56724779e-05 ...,  -4.55459303e-05
  -4.56066773e-05  -4.56674243e-05]",29.5499992371
2007243,"[  4.49882500e-05   4.50896914e-05   4.53501561e-05 ...,  -4.77170179e-05
  -4.77859867e-05  -4.78549482e-05]",29.6499996185
2007244,"[  8.12599046e-06   8.15971907e-06   8.24855306e-06 ...,  -3.15456564e-05
  -3.15774923e-05  -3.16093319e-05]",29.75
2007245,"[  6.51900382e-06   6.55598751e-06   6.65128073e-06 ...,  -4.02043006e-05
  -4.02306541e-05  -4.02570076e-05]",29.8499984741
2007246,"[  8.74451689e-06   8.80233802e-06   8.95466292e-06 ...,  -5.68771429e-05
  -5.69320327e-05  -5.69869226e-05]",29.9499988556
2007247,"[  1.02011882e-05   1.02290842e-05   1.03063721e-05 ...,  -2.64375922e-05
  -2.64797582e-05  -2.65219223e-05]",30.0499992371
2007248,"[  8.37329208e-06   8.40257781e-06   8.47965384e-06 ...,  -2.76258470e-05
  -2.76532373e-05  -2.76806277e-05]",30.1499996185
2007249,"[  3.65761516e-05   3.69579830e-05   3.79203011e-05 ...,  -2.88133713e-04
  -2.88314710e-04  -2.88495736e-04]",30.25
2007250,"[ 0.00366958  0.00368051  0.00370764 ..., -0.00687071 -0.00687423
 -0.00687774]",30.3499984741
2007251,"[ 0.00081688  0.00081902  0.00082436 ..., -0.00150316 -0.00150403
 -0.0015049 ]",30.4499988556
2007252,"[  3.34110009e-05   3.35069672e-05   3.37559468e-05 ...,  -8.01225251e-05
  -8.01980204e-05  -8.02735012e-05]",30.5499992371
2007253,"[  1.92292537e-05   1.92634070e-05   1.93561373e-05 ...,  -2.18242239e-05
  -2.18678269e-05  -2.19114263e-05]",30.6499996185
2007254,"[  1.52149387e-05   1.52542334e-05   1.53605688e-05 ...,  -3.21821863e-05
  -3.22309788e-05  -3.22797714e-05]",30.75
2007255,"[  2.03651816e-05   2.04307271e-05   2.06034201e-05 ...,  -5.18591442e-05
  -5.19214409e-05  -5.19837340e-05]",30.8499984741
2007256,"[  1.16397468e-05   1.16687988e-05   1.17488962e-05 ...,  -2.92650238e-05
  -2.93073790e-05  -2.93497324e-05]",30.9499988556
2007257,"[  9.92287187e-06   9.94250786e-06   9.99433905e-06 ...,  -1.37843335e-05
  -1.38031974e-05  -1.38220612e-05]",31.0499992371
2007258,"[  2.53490089e-05   2.54551287e-05   2.57287065e-05 ...,  -7.82556817e-05
  -7.83309442e-05  -7.84061995e-05]",31.1499996185
2007259,"[  3.22086016e-05   3.23804052e-05   3.28268361e-05 ...,  -1.48265448e-04
  -1.48401799e-04  -1.48538151e-04]",31.25
2007260,"[  3.46532179e-05   3.47336318e-05   3.49416550e-05 ...,  -5.40976143e-05
  -5.41583031e-05  -5.42189955e-05]",31.3499984741
2007261,"[  6.34369499e-05   6.35706165e-05   6.39065547e-05 ...,  -6.73792165e-05
  -6.74404000e-05  -6.75015763e-05]",31.4499988556
2007262,"[  5.38701279e-05   5.39895373e-05   5.42919115e-05 ...,  -6.72368260e-05
  -6.73008544e-05  -6.73648829e-05]",31.5499992371
2007263,"[  5.27705342e-05   5.28770179e-05   5.31482110e-05 ...,  -5.27049779e-05
  -5.27683005e-05  -5.28316159e-05]",31.6499996185
2007264,"[  2.38824377e-05   2.39592573e-05   2.41598664e-05 ...,  -5.67739917e-05
  -5.68391551e-05  -5.69043150e-05]",31.75
2007265,"[  1.77759302e-05   1.78486098e-05   1.80434799e-05 ...,  -6.57193668e-05
  -6.58016070e-05  -6.58838544e-05]",31.8499984741
2007266,"[  6.05844980e-05   6.07098991e-05   6.10284587e-05 ...,  -6.08777882e-05
  -6.09485651e-05  -6.10193383e-05]",31.9499988556
2007267,"[  4.21933073e-05   4.24017890e-05   4.29329266e-05 ...,  -1.87975893e-04
  -1.88099642e-04  -1.88223392e-04]",32.0499992371
2007268,"[  1.95933917e-05   1.96908968e-05   1.99519091e-05 ...,  -9.11993993e-05
  -9.13081021e-05  -9.14167977e-05]",32.1499996185
2007269,"[  1.36823019e-05   1.37038114e-05   1.37660427e-05 ...,  -1.89254370e-05
  -1.89681687e-05  -1.90108985e-05]",32.25
2007270,"[  1.28588936e-05   1.28889533e-05   1.29688669e-05 ...,  -2.83484242e-05
  -2.83796508e-05  -2.84108737e-05]",32.3499984741
2007271,"[  1.12755042e-05   1.12971238e-05   1.13534352e-05 ...,  -1.65932252e-05
  -1.66109530e-05  -1.66286827e-05]",32.4499988556
2007272,"[  1.23360751e-05   1.23604286e-05   1.24269136e-05 ...,  -2.23673214e-05
  -2.23997140e-05  -2.24321084e-05]",32.5499992371
2007273,"[  1.49106318e-05   1.49673924e-05   1.51200820e-05 ...,  -4.89175582e-05
  -4.89834601e-05  -4.90493621e-05]",32.6499996185
2007274,"[  1.23744430e-05   1.24418393e-05   1.26201594e-05 ...,  -7.62683994e-05
  -7.63352291e-05  -7.64020588e-05]",32.75
2007275,"[  1.95484790e-05   1.96038582e-05   1.97559330e-05 ...,  -4.93225161e-05
  -4.93997941e-05  -4.94770684e-05]",32.8499984741
2007276,"[  1.21202838e-05   1.21225903e-05   1.21307939e-05 ...,   4.21741333e-06
   4.20660490e-06   4.19579646e-06]",32.9499988556
2007277,"[  1.08781796e-05   1.08800423e-05   1.08863323e-05 ...,   4.58667910e-06
   4.57931401e-06   4.57194892e-06]",33.0499992371
2007278,"[  8.90084357e-06   8.89358125e-06   8.87777423e-06 ...,   1.01899550e-05
   1.01834512e-05   1.01769483e-05]",33.1499996185
2007279,"[  3.05144076e-05   3.06108086e-05   3.08652670e-05 ...,  -7.07853324e-05
  -7.08775624e-05  -7.09698070e-05]",33.25
2007280,"[  2.70606142e-05   2.72865655e-05   2.78677890e-05 ...,  -1.79768555e-04
  -1.79922776e-04  -1.80076997e-04]",33.3499984741
2007281,"[  4.71093190e-05   4.78630245e-05   4.97778819e-05 ...,  -7.56637251e-04
  -7.57058384e-04  -7.57479516e-04]",33.4499988556
2007282,"[ 0.00012903  0.00013068  0.00013357 ..., -0.00390857 -0.00390995
 -0.00391133]",33.5499992371
2007283,"[  1.22306292e-05   1.23081254e-05   1.25236984e-05 ...,  -1.73112057e-04
  -1.73235268e-04  -1.73358480e-04]",33.6499996185
2007284,"[  1.56604674e-05   1.57062732e-05   1.58292623e-05 ...,  -4.50824227e-05
  -4.51351007e-05  -4.51877786e-05]",33.75
2007285,"[  2.53074068e-05   2.53817325e-05   2.55868908e-05 ...,  -6.15394019e-05
  -6.16474354e-05  -6.17554688e-05]",33.8499984741
2007286,"[  2.11849638e-05   2.12203577e-05   2.13201056e-05 ...,  -3.23624627e-05
  -3.24229222e-05  -3.24833818e-05]",33.9499988556
2007287,"[  1.81152573e-05   1.81455944e-05   1.82317290e-05 ...,  -2.65002218e-05
  -2.65542585e-05  -2.66082934e-05]",34.0499992371
2007288,"[  3.91469257e-05   3.92270558e-05   3.94584386e-05 ...,  -5.53422287e-05
  -5.55007937e-05  -5.56593513e-05]",34.1499996185
2007289,"[  3.71646347e-05   3.72513023e-05   3.75148084e-05 ...,  -8.51555305e-05
  -8.53827078e-05  -8.56098632e-05]",34.25
2007290,"[  1.00221441e-05   1.00291090e-05   1.00536881e-05 ...,  -9.06852165e-06
  -9.10069593e-06  -9.13286840e-06]",34.3499984741
2007291,"[  2.83277259e-05   2.83657664e-05   2.84760754e-05 ...,  -1.72464388e-05
  -1.73233839e-05  -1.74003235e-05]",34.4499988556
2007292,"[  6.29424685e-05   6.30455106e-05   6.33208547e-05 ...,  -3.94816598e-05
  -3.95951793e-05  -3.97087060e-05]",34.5499992371
2007293,"[  3.28923670e-05   3.29791947e-05   3.32199634e-05 ...,  -5.29747449e-05
  -5.31050282e-05  -5.32353042e-05]",34.6499996185
2007294,"[  8.37679399e-05   8.40325811e-05   8.47244737e-05 ...,  -1.42227887e-04
  -1.42453297e-04  -1.42678706e-04]",34.75
2007295,"[  4.44335819e-05   4.46175945e-05   4.51263477e-05 ...,  -1.50691252e-04
  -1.50962296e-04  -1.51233340e-04]",34.8499984741
2007296,"[  5.82664798e-05   5.84189402e-05   5.88480871e-05 ...,  -1.13929687e-04
  -1.14186980e-04  -1.14444265e-04]",34.9499988556
2007297,"[  2.89294421e-05   2.89946638e-05   2.91818069e-05 ...,  -5.88133080e-05
  -5.89380725e-05  -5.90628370e-05]",35.0499992371
2007298,"[  2.45629581e-05   2.46334330e-05   2.48290780e-05 ...,  -5.07712175e-05
  -5.08780795e-05  -5.09849378e-05]",35.1499996185
2007299,"[  7.20039679e-05   7.22149125e-05   7.27715233e-05 ...,  -1.28336920e-04
  -1.28538595e-04  -1.28740270e-04]",35.25
2007300,"[  3.01449982e-05   3.03355991e-05   3.08413328e-05 ...,  -1.84638295e-04
  -1.84832898e-04  -1.85027471e-04]",35.3499984741
2007301,"[  2.82648725e-05   2.83659174e-05   2.86758914e-05 ...,  -1.21618337e-04
  -1.21893056e-04  -1.22167767e-04]",35.4499988556
2007302,"[  3.14271383e-05   3.15348007e-05   3.18306484e-05 ...,  -7.74627988e-05
  -7.76137604e-05  -7.77647074e-05]",35.5499992371
2007303,"[  4.15228315e-05   4.16587354e-05   4.20274991e-05 ...,  -1.03841609e-04
  -1.04013008e-04  -1.04184408e-04]",35.6499996185
2007304,"[  1.57096638e-05   1.57083523e-05   1.57130598e-05 ...,   5.81891254e-06
   5.78651270e-06   5.75411286e-06]",35.75
2007305,"[  2.91363667e-05   2.92050354e-05   2.94021374e-05 ...,  -5.80684755e-05
  -5.81990716e-05  -5.83296605e-05]",35.8499984741
2007306,"[  3.85119674e-05   3.87156651e-05   3.92553848e-05 ...,  -1.66872385e-04
  -1.67076098e-04  -1.67279795e-04]",35.9499988556
2007307,"[  5.61380657e-05   5.74934202e-05   6.09553717e-05 ...,  -1.63249450e-03
  -1.63334107e-03  -1.63418753e-03]",36.0499992371
2007308,"[  2.65991530e-05   2.69196426e-05   2.77869949e-05 ...,  -5.41387824e-04
  -5.41792368e-04  -5.42196969e-04]",36.1499996185
2007309,"[  1.20188715e-05   1.20194363e-05   1.20346949e-05 ...,  -8.98682083e-06
  -9.04367971e-06  -9.10053586e-06]",36.25
2007310,"[  1.74575125e-05   1.74796151e-05   1.75447658e-05 ...,  -9.62623380e-06
  -9.67498636e-06  -9.72373891e-06]",36.3499984741
2007311,"[  7.00131568e-05   7.02886973e-05   7.10282839e-05 ...,  -1.93520274e-04
  -1.93834334e-04  -1.94148364e-04]",36.4499988556
2007312,"[  4.17787051e-05   4.18540731e-05   4.20711985e-05 ...,  -6.11957657e-05
  -6.13428274e-05  -6.14899036e-05]",36.5499992371
2007313,"[  1.61397147e-05   1.61362295e-05   1.61331427e-05 ...,   2.45830779e-06
   2.43636532e-06   2.41442467e-06]",36.6499996185
2007314,"[ 0.00014545  0.00014581  0.00014673 ..., -0.00019689 -0.00019705
 -0.0001972 ]",36.75
2007315,"[ 0.0002108   0.00021128  0.00021249 ..., -0.00026437 -0.00026461
 -0.00026486]",36.8499984741
2007316,"[  3.33860044e-05   3.34284596e-05   3.35765362e-05 ...,  -3.71011156e-05
  -3.72892064e-05  -3.74772899e-05]",36.9499988556
2007317,"[  1.09950515e-05   1.10027513e-05   1.10312858e-05 ...,  -2.61172318e-06
  -2.65350172e-06  -2.69527936e-06]",37.0499992371
2007318,"[  1.26824361e-05   1.27197954e-05   1.28245938e-05 ...,  -2.96824528e-05
  -2.97430124e-05  -2.98035684e-05]",37.1499996185
2007319,"[  1.08980594e-05   1.09273706e-05   1.10128676e-05 ...,  -2.85023798e-05
  -2.85625429e-05  -2.86227041e-05]",37.25
2007320,"[  1.63827681e-05   1.64041448e-05   1.64686662e-05 ...,  -1.32361256e-05
  -1.32891237e-05  -1.33421236e-05]",37.3499984741
2007321,"[  2.43161794e-05   2.43381310e-05   2.44006551e-05 ...,  -1.46462844e-06
  -1.50496999e-06  -1.54531153e-06]",37.4499988556
2007322,"[  9.07893354e-06   9.08818583e-06   9.12199357e-06 ...,  -5.94373978e-06
  -5.98828501e-06  -6.03282842e-06]",37.5499992371
2007323,"[  7.52522192e-06   7.53811264e-06   7.58073293e-06 ...,  -1.06224516e-05
  -1.06664256e-05  -1.07103988e-05]",37.6499996185
2007324,"[  7.31685168e-06   7.32935223e-06   7.36972061e-06 ...,  -1.06764201e-05
  -1.07143842e-05  -1.07523474e-05]",37.75
2007325,"[  9.47029730e-06   9.49366768e-06   9.55725682e-06 ...,  -1.69041050e-05
  -1.69325758e-05  -1.69610448e-05]",37.8499984741
2007326,"[  1.25004681e-05   1.25153329e-05   1.25571160e-05 ...,  -5.80177493e-06
  -5.82609846e-06  -5.85042471e-06]",37.9499988556
2007327,"[  1.04158116e-05   1.04345881e-05   1.04847622e-05 ...,  -1.11833806e-05
  -1.12040534e-05  -1.12247271e-05]",38.0499992371
2007328,"[  8.30866975e-06   8.32645765e-06   8.37422886e-06 ...,  -1.26505165e-05
  -1.26711066e-05  -1.26916975e-05]",38.1499977112
2007329,"[  6.87306328e-06   6.89543867e-06   6.95447352e-06 ...,  -1.73716198e-05
  -1.73929729e-05  -1.74143242e-05]",38.25
2007330,"[  1.07135238e-05   1.07394071e-05   1.08070271e-05 ...,  -1.85120625e-05
  -1.85343270e-05  -1.85565914e-05]",38.3499984741
2007331,"[  1.47025366e-05   1.47446008e-05   1.48526688e-05 ...,  -3.61004968e-05
  -3.61295970e-05  -3.61586972e-05]",38.4500007629
2007332,"[  8.73830231e-06   8.76516879e-06   8.83400571e-06 ...,  -2.23559928e-05
  -2.23739371e-05  -2.23918796e-05]",38.5499992371
2007333,"[  7.70440147e-06   7.72048770e-06   7.76208344e-06 ...,  -1.09598777e-05
  -1.09720368e-05  -1.09841958e-05]",38.6499977112
2007334,"[  6.39343443e-06   6.41307724e-06   6.46428452e-06 ...,  -1.80325933e-05
  -1.80491497e-05  -1.80657062e-05]",38.75
2007335,"[  6.31178546e-06   6.33340687e-06   6.38893698e-06 ...,  -2.21470491e-05
  -2.21619230e-05  -2.21767987e-05]",38.8499984741
2007336,"[  4.28430394e-06   4.34599997e-06   4.50405014e-06 ...,  -7.80001719e-05
  -7.80408591e-05  -7.80815462e-05]",38.9500007629
2007337,"[  5.86421038e-06   5.88291823e-06   5.91544858e-06 ...,  -3.63758481e-05
  -3.63911495e-05  -3.64064508e-05]",39.0499992371
2007338,"[  3.80169695e-06   3.80894721e-06   3.82829239e-06 ...,  -4.55692225e-06
  -4.56470161e-06  -4.57248098e-06]",39.1499977112
2007339,"[  8.36360505e-06   8.39013592e-06   8.45883005e-06 ...,  -2.02710362e-05
  -2.02915689e-05  -2.03121017e-05]",39.25
2007340,"[  5.34784840e-06   5.37030610e-06   5.42814405e-06 ...,  -1.87502355e-05
  -1.87660589e-05  -1.87818823e-05]",39.3499984741
2007341,"[  4.64993491e-06   4.66889969e-06   4.71726207e-06 ...,  -1.49312782e-05
  -1.49427433e-05  -1.49542066e-05]",39.4500007629
2007342,"[  6.11004043e-06   6.12007989e-06   6.14639976e-06 ...,  -4.51496271e-06
  -4.52392669e-06  -4.53289022e-06]",39.5499992371
2007343,"[  3.46414163e-06   3.47124887e-06   3.49011771e-06 ...,  -4.24930022e-06
  -4.25667804e-06  -4.26405495e-06]",39.6499977112
2007344,"[  2.83438817e-06   2.84254907e-06   2.86429849e-06 ...,  -5.85962243e-06
  -5.86842862e-06  -5.87723480e-06]",39.75
2007345,"[  3.60962849e-06   3.61953425e-06   3.64589050e-06 ...,  -6.99863995e-06
  -7.00910914e-06  -7.01957788e-06]",39.8499984741
2007346,"[  7.58999795e-06   7.61062529e-06   7.66412904e-06 ...,  -1.75583864e-05
  -1.75747591e-05  -1.75911318e-05]",39.9500007629
2007347,"[  1.20442483e-05   1.20885343e-05   1.22020438e-05 ...,  -3.76412863e-05
  -3.76705357e-05  -3.76997850e-05]",40.0499992371
2007348,"[  1.98595862e-05   1.98750076e-05   1.99038641e-05 ...,  -2.81925004e-05
  -2.82134079e-05  -2.82343153e-05]",40.1499977112
2007349,"[  1.45740405e-05   1.45845079e-05   1.46038101e-05 ...,  -1.67422149e-05
  -1.67551552e-05  -1.67680992e-05]",40.25
2007350,"[  1.23970140e-05   1.24361241e-05   1.25352781e-05 ...,  -3.33495518e-05
  -3.33711287e-05  -3.33927055e-05]",40.3499984741
2007351,"[  2.65536346e-06   2.66405345e-06   2.68700160e-06 ...,  -6.89715671e-06
  -6.90573233e-06  -6.91430705e-06]",40.4500007629
2007352,"[  3.07738901e-06   3.08321523e-06   3.09937286e-06 ...,  -3.63280651e-06
  -3.64163566e-06  -3.65046458e-06]",40.5499992371
2007353,"[  3.89427760e-06   3.90344576e-06   3.92809852e-06 ...,  -5.81314180e-06
  -5.82384882e-06  -5.83455494e-06]",40.6499977112
2007354,"[  3.36738867e-06   3.37451615e-06   3.39371968e-06 ...,  -4.75202341e-06
  -4.76058722e-06  -4.76915056e-06]",40.75
2007355,"[  2.97957604e-06   2.98598525e-06   3.00356874e-06 ...,  -4.10125904e-06
  -4.11019846e-06  -4.11913788e-06]",40.8499984741
2007356,"[  2.73472142e-06   2.74487456e-06   2.77224899e-06 ...,  -1.14218892e-05
  -1.14340828e-05  -1.14462773e-05]",40.9500007629
2007357,"[  4.52377935e-06   4.54348765e-06   4.59578450e-06 ...,  -1.92454936e-05
  -1.92658154e-05  -1.92861353e-05]",41.0499992371
2007358,"[  8.62763045e-06   8.67186191e-06   8.78582523e-06 ...,  -4.35962065e-05
  -4.36281298e-05  -4.36600531e-05]",41.1499977112
2007359,"[  4.48441460e-06   4.51244932e-06   4.58427030e-06 ...,  -2.72123325e-05
  -2.72307880e-05  -2.72492416e-05]",41.25
2007360,"[  3.14466320e-06   3.15458578e-06   3.18124694e-06 ...,  -7.22674304e-06
  -7.23822905e-06  -7.24971505e-06]",41.3499984741
2007361,"[  2.70375654e-06   2.70909754e-06   2.72479429e-06 ...,  -4.40117492e-06
  -4.41275779e-06  -4.42434066e-06]",41.4500007629
2007362,"[  3.77224046e-06   3.77778224e-06   3.79390758e-06 ...,  -4.39946280e-06
  -4.41081374e-06  -4.42216469e-06]",41.5499992371
2007363,"[  8.31548914e-06   8.38066899e-06   8.55014332e-06 ...,  -8.00496709e-05
  -8.01027636e-05  -8.01558563e-05]",41.6499977112
2007364,"[  1.58244893e-05   1.59720585e-05   1.62352480e-05 ...,  -3.54673684e-04
  -3.54821212e-04  -3.54968739e-04]",41.75
2007365,"[  5.01581144e-06   5.03095089e-06   5.05798425e-06 ...,  -2.70443670e-05
  -2.70593973e-05  -2.70744276e-05]",41.8499984741
2008001,"[  6.98301892e-06   6.99393195e-06   7.02331909e-06 ...,  -4.75216802e-06
  -4.76487321e-06  -4.77757794e-06]",41.9500007629
2008002,"[  3.95453981e-06   3.96174437e-06   3.98164093e-06 ...,  -4.25406915e-06
  -4.26462748e-06  -4.27518489e-06]",42.0499992371
2008003,"[  3.21117000e-06   3.21677680e-06   3.23339327e-06 ...,  -4.49447771e-06
  -4.50727111e-06  -4.52006498e-06]",42.1499977112
2008004,"[  2.66465099e-06   2.67047017e-06   2.68787016e-06 ...,  -5.14517615e-06
  -5.15910961e-06  -5.17304306e-06]",42.25
2008005,"[  1.66587131e-06   1.66967345e-06   1.68226848e-06 ...,  -4.82879659e-06
  -4.84262182e-06  -4.85644614e-06]",42.3499984741
2008006,"[  1.86239470e-06   1.86751197e-06   1.88339516e-06 ...,  -5.87549084e-06
  -5.88976172e-06  -5.90403215e-06]",42.4500007629
